Fid,Age,Gender,Street,City,Latitude,Longitude,Community,Followers,Retweets,Likes,Unlikes,Label
10.42.0.211-10.42.0.1-25879-53-17,50,Female,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Business,231,74,103,18,1
10.42.0.211-115.239.210.141-58895-443-6,58,Female,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Neighbourhood,278,40,39,17,0
172.217.10.42-10.42.0.42-443-53549-6,77,Male,673 A Avenue,Kaslo,49.913907,-116.914249,Politics,389,0,81,18,0
10.42.0.1-10.42.0.42-53-20198-17,45,Female,673 A Avenue,Kaslo,49.913907,-116.914249,Business,158,62,5,20,1
10.42.0.211-23.208.168.108-46174-80-6,47,Male,673 A Avenue,Kaslo,49.913907,-116.914249,Neighbourhood,78,72,57,11,1
10.42.0.211-10.42.0.1-30496-53-17,73,Male,260 4th Avenue,Kimberley,49.690106,-115.985778,Education,258,62,55,20,1
211.144.37.229-10.42.0.211-80-38899-6,74,Female,260 4th Avenue,Kimberley,49.690106,-115.985778,Education,87,25,103,21,1
10.42.0.211-66.102.255.45-54400-443-6,87,Male,260 4th Avenue,Kimberley,49.690106,-115.985778,Sports,147,75,81,10,1
10.42.0.42-64.71.142.95-48472-443-6,70,Male,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Politics,635,28,103,10,0
10.42.0.151-10.42.0.1-58526-53-17,72,Female,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Music,289,0,3,11,1
175.100.207.233-10.42.0.42-80-41334-6,51,Male,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Sports,170,88,51,13,0
10.42.0.151-10.42.0.1-64647-53-17,52,Male,575A Main Street,Lytton,50.234313,-121.580874,Politics,802,88,51,13,1
216.58.217.164-10.42.0.211-443-42054-6,63,Female,575A Main Street,Lytton,50.234313,-121.580874,Business,381,42,103,12,1
10.42.0.211-10.42.0.1-30876-53-17,65,Male,575A Main Street,Lytton,50.234313,-121.580874,Neighbourhood,218,91,5,10,0
10.42.0.151-10.42.0.1-16118-53-17,72,Female,4816 89th Street,Osoyoos,49.019402,-119.469439,Education,57,57,1,14,1
172.217.12.202-10.42.0.42-443-35783-6,72,Female,4816 89th Street,Osoyoos,49.019402,-119.469439,Sports,304,48,37,19,0
10.42.0.151-119.146.74.34-35442-80-6,61,Female,4816 89th Street,Osoyoos,49.019402,-119.469439,Politics,241,90,21,19,0
10.42.0.211-52.72.169.149-44481-80-6,51,Female,570 Pine Avenue,Sparwood,49.721453,-114.892672,Business,230,29,21,19,0
172.217.6.234-10.42.0.211-443-38414-6,80,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Neighbourhood,79,29,21,19,1
10.42.0.211-10.42.0.1-15044-53-17,65,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Politics,262,36,21,19,1
10.42.0.211-47.89.69.237-50391-443-6,1,Female,311 Railway Avenue,Salmo,49.19538,-117.278538,Business,392,48,37,17,1
10.42.0.211-10.42.0.1-21114-53-17,54,Female,311 Railway Avenue,Salmo,49.19538,-117.278538,Neighbourhood,201,65,37,17,1
10.42.0.211-23.206.166.62-55082-80-6,68,Male,311 Railway Avenue,Salmo,49.19538,-117.278538,Education,145,40,21,17,0
10.42.0.211-66.102.255.50-35708-443-6,65,Female,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Neighbourhood,252,-13,31,16,0
180.149.136.247-10.42.0.211-80-46682-6,60,Female,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Politics,329,45,5,12,0
10.42.0.42-52.197.242.223-39512-443-6,64,Female,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Business,328,40,9,11,1
202.77.129.161-10.42.0.42-80-43022-6,45,Female,951 Murray Street,Lillooet,50.689254,-121.939063,Neighbourhood,191,75,7,11,0
10.42.0.211-103.235.46.211-33627-443-6,49,Male,951 Murray Street,Lillooet,50.689254,-121.939063,Education,116,75,7,11,0
182.22.67.91-10.42.0.151-443-37262-6,62,Male,951 Murray Street,Lillooet,50.689254,-121.939063,Sports,246,18,33,14,1
203.205.128.137-10.42.0.211-80-57522-6,61,Male,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Politics,532,50,3,13,1
175.100.207.231-10.42.0.151-443-32917-6,68,Male,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Music,293,40,25,11,0
140.205.94.6-10.42.0.151-443-52877-6,79,Female,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Sports,416,50,21,11,0
172.217.10.42-10.42.0.151-443-34558-6,67,Male,700 3rd Street,Keremeos,49.20514,-119.831731,Politics,37,75,7,10,1
206.126.112.140-10.42.0.211-443-37779-6,55,Male,700 3rd Street,Keremeos,49.20514,-119.831731,Business,132,-5,37,14,0
151.101.117.140-10.42.0.211-443-56184-6,73,Female,700 3rd Street,Keremeos,49.20514,-119.831731,Neighbourhood,530,-8,27,15,0
10.42.0.42-23.194.181.179-52317-443-6,61,Female,850 10th Avenue,Invermere,50.506441,-116.032224,Education,175,30,7,22,0
162.208.22.39-10.42.0.151-443-42773-6,65,Female,850 10th Avenue,Invermere,50.506441,-116.032224,Sports,90,57,7,14,0
172.217.8.4-10.42.0.211-443-46929-6,48,Male,850 10th Avenue,Invermere,50.506441,-116.032224,Politics,524,90,107,20,0
10.42.0.211-52.84.37.172-34622-443-6,83,Male,740 Carmi Avenue,Penticton,49.482621,-119.575006,Education,29,82,91,20,0
10.42.0.151-64.71.142.110-35273-443-6,84,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Sports,311,93,81,20,0
172.217.6.202-10.42.0.211-443-35445-6,66,Male,1440 14th Avenue,Vernon,50.251803,-119.248454,Politics,412,62,73,20,1
182.22.67.107-10.42.0.211-443-36059-6,59,Male,1440 14th Avenue,Vernon,50.251803,-119.248454,Music,211,72,55,19,0
10.42.0.1-10.42.0.42-53-25217-17,67,Female,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Sports,312,83,7,19,1
10.42.0.211-54.192.36.192-42890-443-6,65,Male,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Politics,392,72,73,19,0
172.217.3.106-10.42.0.151-443-33651-6,64,Male,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Business,191,45,125,17,0
10.42.0.211-72.30.3.43-52500-443-6,63,Male,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Neighbourhood,284,44,55,17,1
10.42.0.211-54.192.38.18-60877-443-6,75,Male,487 Borland Street,Williams Lake,52.129652,-122.139615,Education,328,65,73,18,1
10.42.0.42-37.1.204.175-40996-80-6,63,Male,487 Borland Street,Williams Lake,52.129652,-122.139615,Sports,100,63,73,18,1
10.42.0.211-123.125.29.220-52298-80-6,66,Male,707 10th Street,Castlegar,49.314742,-117.660589,Politics,226,63,73,18,1
172.217.10.8-10.42.0.211-443-32989-6,62,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Business,507,88,73,18,1
203.130.53.126-10.42.0.211-80-38717-6,64,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Neighbourhood,333,65,73,17,0
10.42.0.211-31.13.80.5-58018-443-6,63,Female,243 16th Avenue N,Creston,49.097769,-116.507203,Politics,128,73,79,17,0
10.42.0.211-64.71.142.124-43876-80-6,68,Male,243 16th Avenue N,Creston,49.097769,-116.507203,Business,322,73,79,17,1
216.58.219.227-10.42.0.42-443-44613-6,68,Male,3306A 32nd Avenue,Vernon,50.265252,-119.276157,Neighbourhood,202,70,51,17,0
10.42.0.211-54.192.38.18-39969-443-6,67,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Education,92,85,73,22,0
10.42.0.211-10.42.0.1-47406-53-17,78,Female,640 Park Drive,Clearwater,51.646945,-120.018229,Neighbourhood,205,90,73,22,0
180.163.255.159-10.42.0.151-443-55713-6,66,Male,3451 Voght Street,Merritt,50.121468,-120.771016,Politics,739,72,73,22,1
10.42.0.42-23.194.140.226-54699-80-6,74,Female,550 Carmi Avenue,Penticton,49.482657,-119.578687,Business,273,66,35,11,0
172.217.10.237-10.42.0.42-443-39732-6,45,Male,1200 Newlands Road,Revelstoke,50.976799,-118.191902,Neighbourhood,339,66,35,11,1
203.90.242.126-10.42.0.211-443-57411-6,55,Female,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Education,262,80,125,10,1
10.42.0.151-36.110.213.49-37842-80-6,64,Male,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Sports,308,70,97,11,1
10.42.0.151-10.42.0.1-19228-53-17,69,Female,126 King Street,Kamloops,50.690924,-120.360736,Politics,467,41,69,12,1
175.100.207.232-10.42.0.211-80-43579-6,67,Female,126 King Street,Kamloops,50.690924,-120.360736,Music,245,75,71,21,1
180.163.255.159-10.42.0.42-80-57355-6,50,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Sports,160,81,7,20,0
198.105.244.11-10.42.0.211-80-34218-6,52,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Politics,189,80,73,20,0
10.42.0.211-121.12.98.62-55466-80-6,54,Male,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Business,477,57,125,20,0
203.205.158.60-10.42.0.151-80-54607-6,57,Female,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Neighbourhood,65,50,53,20,0
10.42.0.211-119.146.74.34-43436-80-6,54,Female,311 Columbia Street,Kamloops,50.671418,-120.334025,Business,191,55,73,21,0
10.42.0.211-10.42.0.1-34263-53-17,54,Male,311 Columbia Street,Kamloops,50.671418,-120.334025,Neighbourhood,196,55,73,12,1
10.42.0.42-115.239.210.141-46328-80-6,81,Female,1700 4th Street South,Cranbrook,49.504966,-115.75741,Education,221,11,33,14,0
172.217.10.10-10.42.0.151-443-47159-6,65,Male,1700 4th Street South,Cranbrook,49.504966,-115.75741,Sports,197,90,121,14,1
10.42.0.211-72.21.206.141-59717-443-6,55,Male,2005 5th Street N,Cranbrook,49.516425,-115.752655,Politics,178,48,73,14,1
203.205.158.63-10.42.0.211-80-41951-6,70,Male,2005 5th Street N,Cranbrook,49.516425,-115.752655,Business,221,44,101,14,0
10.42.0.1-10.42.0.42-53-12063-17,53,Female,200-945 Southill Street,Kamloops,50.703385,-120.394503,Neighbourhood,64,65,103,15,1
10.42.0.151-10.42.0.1-42608-53-17,70,Male,200-945 Southill Street,Kamloops,50.703385,-120.394503,Politics,75,65,103,15,0
205.185.216.10-10.42.0.211-80-58615-6,70,Female,470 Hilltop Avenue,Kamloops,50.689765,-120.357232,Business,400,73,103,15,0
180.163.251.231-10.42.0.151-80-58734-6,62,Male,470 Hilltop Avenue,Kamloops,50.689765,-120.357232,Neighbourhood,378,70,113,12,0
202.77.129.150-10.42.0.42-443-51263-6,56,Female,160 Nickel Road,Kelowna,49.890125,-119.4126,Education,118,86,115,10,1
10.42.0.151-52.197.242.223-51669-443-6,67,Male,160 Nickel Road,Kelowna,49.890125,-119.4126,Sports,1597,35,73,10,0
172.217.10.66-10.42.0.211-443-60854-6,60,Male,2268 Pandosy Street,Kelowna,49.873281,-119.491273,Politics,346,39,97,15,1
10.42.0.211-23.194.140.226-43434-80-6,47,Male,2268 Pandosy Street,Kelowna,49.873281,-119.491273,Music,107,65,73,12,0
10.42.0.42-85.93.5.109-34123-80-6,44,Male,9705 N 87th Street,Osoyoos,49.041832,-119.474858,Sports,60,65,73,12,1
172.217.12.206-10.42.0.211-443-58467-6,51,Male,9705 N 87th Street,Osoyoos,49.041832,-119.474858,Politics,276,65,73,12,1
192.229.173.173-10.42.0.42-80-51996-6,66,Male,2402 South Main Street,Penticton,49.471041,-119.581617,Business,176,79,97,10,0
10.42.0.151-119.241.11.240-43477-10235-17,48,Male,2402 South Main Street,Penticton,49.471041,-119.581617,Neighbourhood,390,65,127,10,0
10.42.0.1-10.42.0.42-53-62175-17,63,Male,1100 Hospital Bench,Trail,49.094667,-117.709005,Education,251,40,117,22,0
10.42.0.151-72.21.206.135-43246-443-6,63,Male,1100 Hospital Bench,Trail,49.094667,-117.709005,Sports,716,40,33,22,0
10.42.0.151-76.13.28.196-53343-443-6,62,Male,9604 Shamanski Drive,Coldstream,50.229619,-119.22698,Politics,189,79,73,13,1
10.42.0.211-119.146.74.33-47224-443-6,77,Male,9604 Shamanski Drive,Coldstream,50.229619,-119.22698,Business,125,79,73,13,0
10.42.0.151-104.118.220.50-60367-443-6,56,Female,2101 32nd Street,Vernon,50.256925,-119.273751,Neighbourhood,234,51,69,17,0
10.42.0.211-54.197.248.166-39253-443-6,58,Male,2101 32nd Street,Vernon,50.256925,-119.273751,Politics,79,65,99,17,0
172.217.12.142-10.42.0.211-443-33796-6,52,Male,487 Borland Street,Williams Lake,52.129652,-122.139615,Business,13,88,119,17,0
182.22.24.124-10.42.0.42-443-45910-6,50,Male,487 Borland Street,Williams Lake,52.129652,-122.139615,Neighbourhood,296,100,19,18,1
10.42.0.211-106.11.94.27-34714-443-6,24,Male,1440 14th Avenue,Vernon,50.251803,-119.248454,Education,114,80,59,18,1
10.42.0.211-121.12.98.64-41262-80-6,42,Female,1440 14th Avenue,Vernon,50.251803,-119.248454,Sports,283,61,119,19,1
10.42.0.1-10.42.0.42-53-24361-17,76,Female,311 Columbia Street,Kamloops,50.671418,-120.334025,Politics,109,79,119,19,0
172.217.12.206-10.42.0.151-443-51511-6,74,Male,311 Columbia Street,Kamloops,50.671418,-120.334025,Neighbourhood,132,79,119,19,0
10.42.0.211-31.13.71.52-34888-443-6,74,Female,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Politics,144,51,119,19,0
10.42.0.151-54.225.133.124-56781-443-6,75,Female,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Business,121,57,71,18,0
10.42.0.151-10.42.0.1-2836-53-17,31,Male,3800 Patten Drive,Armstrong,50.439273,-119.208583,Neighbourhood,95,90,41,18,0
205.185.216.42-10.42.0.211-80-52067-6,62,Male,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Education,31,50,69,18,0
183.232.118.20-10.42.0.211-80-51569-6,67,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Sports,112,50,69,18,1
172.217.10.78-10.42.0.151-443-52195-6,61,Female,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Politics,161,76,35,20,0
172.217.10.42-10.42.0.151-443-42563-6,74,Male,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Music,87,40,69,17,1
10.42.0.211-50.18.251.157-58345-443-6,76,Female,825 Thompson Avenue,Chase,50.818238,-119.68568,Sports,593,45,69,18,1
198.105.244.11-10.42.0.211-80-34827-6,81,Female,825 Thompson Avenue,Chase,50.818238,-119.68568,Politics,99,62,69,20,1
219.142.78.162-10.42.0.211-80-59594-6,64,Female,612 Park Drive,Clearwater,51.646934,-120.021686,Business,198,78,43,12,1
171.84.4.11-10.42.0.211-80-37412-6,82,Male,612 Park Drive,Clearwater,51.646934,-120.021686,Neighbourhood,285,80,119,13,1
10.42.0.211-36.51.254.232-56316-443-6,70,Female,835 9th Avenue S,Golden,51.296527,-116.966604,Education,190,93,119,13,0
180.149.136.194-10.42.0.211-443-55746-6,73,Female,835 9th Avenue S,Golden,51.296527,-116.966604,Sports,172,97,105,11,1
10.42.0.1-10.42.0.42-53-13541-17,62,Female,850 10th Avenue,Invermere,50.506441,-116.032224,Politics,178,78,69,11,0
172.217.10.238-10.42.0.151-443-50514-6,52,Female,850 10th Avenue,Invermere,50.506441,-116.032224,Business,174,78,69,11,0
10.42.0.211-120.55.89.238-38688-8977-6,80,Female,951 Murray Street,Lillooet,50.689306,-121.938675,Neighbourhood,631,82,69,11,0
172.217.10.234-10.42.0.151-443-54558-6,71,Female,951 Murray Street,Lillooet,50.689306,-121.938675,Politics,152,60,1,11,1
10.42.0.211-31.13.80.12-44024-443-6,81,Female,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Business,176,50,41,21,0
172.217.3.99-10.42.0.151-443-50115-6,71,Female,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Neighbourhood,32,48,81,10,1
169.45.210.85-10.42.0.42-5222-40079-6,77,Female,3451 Voght Street,Merritt,50.121147,-120.772808,Education,1529,86,119,21,1
203.205.158.66-10.42.0.211-80-52613-6,91,Male,3451 Voght Street,Merritt,50.121147,-120.772808,Neighbourhood,254,77,91,21,1
10.42.0.1-10.42.0.42-53-25374-17,72,Female,4816 89th Street,Osoyoos,49.019402,-119.469439,Politics,214,83,69,22,0
10.42.0.211-10.42.0.1-58526-53-17,56,Male,4816 89th Street,Osoyoos,49.019402,-119.469439,Business,147,95,69,22,1
10.42.0.151-10.42.0.1-4369-53-17,85,Male,437 Martin Street,Penticton,49.496036,-119.592963,Neighbourhood,800,95,69,22,1
172.217.12.194-10.42.0.211-443-43432-6,47,Male,437 Martin Street,Penticton,49.496036,-119.592963,Education,106,75,69,10,0
10.42.0.211-64.71.142.120-43299-443-6,61,Female,1200 Newlands Road,Revelstoke,50.976799,-118.191902,Sports,135,82,119,12,1
10.42.0.151-124.195.3.20-39949-80-6,83,Female,1200 Newlands Road,Revelstoke,50.976799,-118.191902,Politics,112,80,69,12,0
10.42.0.151-10.42.0.1-30062-53-17,75,Male,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Music,222,80,69,12,1
10.42.0.211-10.42.0.1-39590-53-17,70,Male,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Sports,314,61,133,13,0
10.42.0.151-52.216.1.211-40397-443-6,81,Female,700 3rd Street,Keremeos,49.20453,-119.832676,Politics,421,63,69,22,0
203.205.158.63-10.42.0.211-80-41538-6,73,Male,700 3rd Street,Keremeos,49.20453,-119.832676,Business,410,38,69,22,0
10.42.0.211-52.84.1.59-51717-443-6,54,Male,7441 2nd Street,Grand Forks,49.034228,-118.438175,Neighbourhood,207,85,35,14,1
203.130.53.126-10.42.0.211-80-55172-6,59,Female,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Education,239,74,69,13,1
172.217.10.42-10.42.0.151-443-43102-6,63,Male,243 16th Avenue N,Creston,49.097769,-116.507203,Sports,83,89,119,21,0
10.42.0.211-104.193.88.109-54965-80-6,54,Female,835 9th Avenue S,Golden,51.296527,-116.966604,Politics,160,75,91,14,1
10.42.0.42-103.235.46.39-38424-80-6,71,Female,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Business,42,24,69,14,1
182.22.67.91-10.42.0.151-443-37258-6,76,Female,333 Victoria Street,Nelson,49.490375,-117.295536,Neighbourhood,55,53,35,15,1
172.217.9.238-10.42.0.151-443-40279-6,44,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Politics,157,65,113,15,1
221.228.208.97-10.42.0.211-80-54274-6,79,Female,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Business,303,68,69,15,0
10.42.0.211-23.36.33.160-44446-443-6,71,Male,1500 Columbia Avenue,Trail,49.098068,-117.70327,Neighbourhood,336,32,119,16,0
10.42.0.211-23.206.125.17-34430-80-6,70,Male,1440 14th Avenue,Vernon,50.251803,-119.248454,Education,233,75,119,16,0
10.42.0.211-10.42.0.1-38967-53-17,51,Male,487 Borland Street,Williams Lake,52.129652,-122.139615,Education,211,71,119,16,1
10.42.0.42-31.13.80.5-35137-443-6,75,Female,707 10th Street,Castlegar,49.314742,-117.660589,Sports,88,63,37,16,0
10.42.0.151-52.94.232.32-44615-443-6,83,Female,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Politics,139,70,119,16,0
10.42.0.151-72.247.70.190-46310-80-6,75,Male,260 4th Avenue,Kimberley,49.690106,-115.985778,Music,329,87,27,19,1
10.42.0.151-10.42.0.1-21071-53-17,73,Female,4816 89th Street,Osoyoos,49.019402,-119.469439,Sports,305,50,25,18,1
10.42.0.1-10.42.0.42-53-49918-17,87,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Politics,206,75,21,18,1
205.204.101.182-10.42.0.211-443-60119-6,55,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Business,128,70,3,18,0
222.73.28.96-10.42.0.211-80-45240-6,73,Female,850 10th Avenue,Invermere,50.506441,-116.032224,Neighbourhood,122,58,3,11,1
10.42.0.211-10.42.0.1-29468-53-17,78,Male,700 3rd Street,Keremeos,49.20514,-119.831731,Education,343,18,17,20,0
10.42.0.211-31.13.80.5-38592-443-6,51,Female,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Sports,126,88,13,16,0
183.79.250.251-10.42.0.211-443-54402-6,58,Female,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Politics,249,79,19,21,0
10.42.0.42-47.89.68.225-59834-443-6,54,Male,3800 Patten Drive,Armstrong,50.439273,-119.208583,Business,59,72,19,21,1
180.76.135.213-10.42.0.211-80-58652-6,83,Male,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Neighbourhood,166,65,27,15,0
10.42.0.1-10.42.0.42-53-50405-17,72,Male,160-2300 Carrington Road,West Kelowna,49.830649,-119.620395,Politics,190,65,13,15,0
10.42.0.151-98.139.180.180-39774-443-6,78,Male,155 Gray Road,Kelowna,49.888003,-119.387816,Business,216,86,13,15,1
10.42.0.211-63.250.200.101-45746-443-6,80,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Neighbourhood,51,80,19,15,0
172.217.12.202-10.42.0.211-443-54929-6,61,Female,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Education,169,67,19,14,1
172.217.11.14-10.42.0.151-443-36012-6,76,Female,1133 Highway 97A,Sicamous,50.836118,-118.9783,Neighbourhood,148,96,3,13,0
10.42.0.211-10.42.0.1-33455-53-17,59,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Politics,132,85,3,13,1
10.42.0.151-64.71.142.124-45312-443-6,63,Male,1440 14th Avenue,Vernon,50.251803,-119.248454,Business,117,54,25,22,1
10.42.0.42-62.138.0.117-39522-80-6,58,Male,36-450 Lansdowne Street,Kamloops,50.677005,-120.329179,Neighbourhood,275,64,19,22,1
151.101.1.140-10.42.0.211-443-34105-6,67,Male,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Education,124,62,95,17,1
172.217.10.110-10.42.0.211-443-37269-6,36,Female,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Sports,118,60,67,17,1
10.42.0.211-104.244.43.67-53647-443-6,60,Male,540 Borland Street,Williams Lake,52.129921,-122.138566,Politics,479,56,1,17,0
173.241.242.143-10.42.0.211-443-56948-6,75,Female,4816 89th Street,Osoyoos,49.019402,-119.469439,Music,285,49,1,17,0
10.42.0.151-119.146.74.33-33738-443-6,64,Female,825 Thompson Avenue,Chase,50.818238,-119.68568,Sports,322,64,71,17,0
10.42.0.1-10.42.0.42-53-1667-17,42,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Politics,202,67,37,17,0
10.42.0.151-52.84.134.181-48060-443-6,35,Male,850 10th Avenue,Invermere,50.506441,-116.032224,Business,162,58,37,17,0
172.217.3.110-10.42.0.151-443-34958-6,87,Female,260 4th Avenue,Kimberley,49.690106,-115.985778,Neighbourhood,216,57,89,17,0
10.42.0.211-111.202.114.77-37499-443-6,73,Male,707 10th Street,Castlegar,49.314742,-117.660589,Education,195,83,61,17,0
10.42.0.211-10.42.0.1-42420-53-17,81,Female,1500 Columbia Avenue,Trail,49.098068,-117.70327,Sports,96,59,77,18,1
10.42.0.211-104.97.95.172-48625-80-6,65,Female,7441 2nd Street,Grand Forks,49.034228,-118.438175,Politics,149,29,29,18,0
10.42.0.211-64.71.142.120-52186-443-6,63,Male,243 16th Avenue N,Creston,49.097769,-116.507203,Education,720,56,77,18,0
183.79.250.251-10.42.0.151-443-37633-6,82,Female,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Sports,92,55,19,17,1
10.42.0.42-106.11.94.6-48584-443-6,87,Male,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Politics,188,68,37,17,1
172.217.9.234-10.42.0.151-443-56676-6,84,Male,487 Borland Street,Williams Lake,52.129652,-122.139615,Music,70,70,1,17,1
10.42.0.211-98.139.199.204-37525-443-6,70,Female,3451 Voght Street,Merritt,50.121147,-120.772808,Sports,141,75,67,17,0
192.229.163.180-10.42.0.151-443-39472-6,79,Female,1510 Cariboo Highway,Clinton,51.093102,-121.585021,Politics,395,50,29,21,1
172.217.12.206-10.42.0.211-443-35441-6,70,Male,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Business,629,75,63,19,0
10.42.0.1-10.42.0.42-53-53905-17,47,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Neighbourhood,261,72,71,19,0
172.217.9.238-10.42.0.211-443-48817-6,65,Female,1440 14th Avenue,Vernon,50.251803,-119.248454,Education,502,70,37,18,0
216.58.219.226-10.42.0.211-443-40748-6,72,Female,333 Victoria Street,Nelson,49.490375,-117.295536,Sports,446,70,37,18,0
10.42.0.211-54.192.37.216-54217-80-6,63,Female,311 Railway Avenue,Salmo,49.19538,-117.278538,Politics,131,48,19,18,0
198.11.188.78-10.42.0.211-443-54518-6,81,Female,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Business,198,53,37,18,1
172.217.10.138-10.42.0.42-443-33965-6,84,Female,700 3rd Street,Keremeos,49.20514,-119.831731,Neighbourhood,312,98,99,17,0
172.217.12.206-10.42.0.151-443-37808-6,80,Female,570 Pine Avenue,Sparwood,49.721453,-114.892672,Politics,275,87,103,18,1
202.77.129.150-10.42.0.211-80-35463-6,50,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Business,120,80,77,18,1
10.42.0.151-103.235.46.39-56646-80-6,50,Female,3800 Patten Drive,Armstrong,50.439273,-119.208583,Neighbourhood,333,65,73,19,0
10.42.0.211-36.110.213.49-44366-80-6,50,Male,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Education,113,55,97,19,0
216.58.217.99-10.42.0.211-443-47805-6,47,Female,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Neighbourhood,150,75,71,18,1
203.205.147.229-10.42.0.211-80-34423-6,69,Female,612 Park Drive,Clearwater,51.646934,-120.021686,Politics,91,82,65,17,1
10.42.0.211-10.42.0.1-37445-53-17,52,Male,835 9th Avenue S,Golden,51.296527,-116.966604,Business,296,72,37,18,1
174.35.73.108-10.42.0.211-80-34011-6,69,Female,126 King Street,Kamloops,50.690924,-120.360736,Neighbourhood,128,64,37,18,1
10.42.0.42-104.97.95.172-38723-80-6,69,Female,673 A Avenue,Kaslo,49.913907,-116.914249,Education,298,65,71,18,0
10.42.0.211-31.13.69.197-38654-443-6,64,Female,951 Murray Street,Lillooet,50.689254,-121.939063,Sports,326,87,65,20,0
172.217.10.131-10.42.0.151-443-57726-6,59,Male,575A Main Street,Lytton,50.234313,-121.580874,Politics,292,73,29,21,1
10.42.0.211-52.84.29.154-52853-443-6,59,Female,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Music,215,88,1,20,1
180.149.136.194-10.42.0.211-443-55742-6,64,Female,1700 4th Street South,Cranbrook,49.504966,-115.75741,Sports,97,95,37,20,0
162.208.22.39-10.42.0.211-443-33018-6,51,Female,1700 4th Street South,Cranbrook,49.504966,-115.75741,Politics,32,74,37,20,0
203.130.53.126-10.42.0.151-80-60598-6,65,Female,2005 5th Street N,Cranbrook,49.516425,-115.752655,Politics,162,71,37,19,0
10.42.0.42-47.89.67.240-48483-443-6,65,Male,2005 5th Street N,Cranbrook,49.516425,-115.752655,Business,421,82,29,19,1
10.42.0.211-87.240.165.91-36231-80-6,62,Male,200-945 Southill Street,Kamloops,50.703385,-120.394503,Neighbourhood,268,95,99,19,0
10.42.0.1-10.42.0.42-53-39372-17,80,Male,200-945 Southill Street,Kamloops,50.703385,-120.394503,Education,232,68,71,20,0
